"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"donasangretalca","Casa del Donante de Sangre Regi√≥n del Maule",1431,491,37,819,"http://t.co/2jPxSbSLO9","CasaDelDonanteTalca",2015-01-22 15:30:55,FALSE,FALSE,"donasangretalca","Calle 2 norte #840 Talca","es","2992303917",0,FALSE,"http://pbs.twimg.com/profile_images/926066141830795264/oOjoC0va_normal.jpg"
"InfoChobo","Horario: lunes-Viernes 8:00-17:00",5845,366,1261,772,NA,"Paola Vargas",2015-08-18 19:45:04,FALSE,FALSE,"InfoChobo","","es","3430438047",10,FALSE,"http://pbs.twimg.com/profile_images/948642867634933760/G-vAB3X8_normal.jpg"
"PRforPA","#EUHealthcare @hanovertweets",549,154,122,200,NA,"Aurelie Marchand",2011-12-06 14:25:06,FALSE,FALSE,"PRforPA","Brussels, Belgium","fr","429888441",10,FALSE,"http://pbs.twimg.com/profile_images/954306053541388288/GFsjkjAh_normal.jpg"
"SylvonBraun","",2225,4,3937,119,NA,"Syl von Braun",2014-06-18 14:24:28,FALSE,FALSE,"SylvonBraun","New York, USA","de","2574929826",3,FALSE,"http://pbs.twimg.com/profile_images/479269540069511169/zFbiV3VK_normal.jpeg"
"loba_virginia","Exiliada del Sur. Fashionista. MILF (Mujer Inteligente, Libre y Fabulosa) Bailarina tribalera. Veranista. Feminista interseccional. Nac√≠ antes de mi tiempo",15960,1823,12883,1471,NA,"Fiorellina Ì†ºÌº∑",2016-11-25 18:35:05,FALSE,FALSE,"loba_virginia","Castro, Chile","es","802219069546053633",7,FALSE,"http://pbs.twimg.com/profile_images/971595065389875200/jJOQvAq-_normal.jpg"
"AncoaFM","Radio Ancoa desde 1977 La Radio de Linares. 103.5 FM. - Estudios Centrales Rengo N¬∫ 959. Fonos (56-73) 2612320 / 2612325.  Whatsapp +56961926838",20,3647,2,2974,"https://t.co/eIZaXepRvL","Ancoa La Radio de Linares",2009-10-09 22:55:22,FALSE,FALSE,"AncoaFM","Linares, Chile","es","81223575",17,FALSE,"http://pbs.twimg.com/profile_images/971557569675317248/ktYdpgKr_normal.jpg"
"ParshatiPatel","Astrophysicist (PhD) and Science Communicator |@westernucpsx Outreach Coordinator | @wwcpsx Co-host | #SciComm | #WomeninSTEM | #WesternU & #UofT Alumna",3577,1250,4364,2514,"https://t.co/Zgx4VHac85","Parshati Patel",2012-02-06 04:35:42,FALSE,FALSE,"ParshatiPatel","London, Ontario","en","484473519",65,FALSE,"http://pbs.twimg.com/profile_images/869374560046657536/gETvYqNM_normal.jpg"
"rittweger","Physician, MBA. Founder & CEO of ottonova AG - the next Gen Private Health Insurer in Germany. Founder of Advisors in Healthcare. Retweets are not endorsements",8793,4392,1173,2979,"https://t.co/ozlGmH5XuN","Roman Rittweger",2009-07-23 17:26:01,FALSE,FALSE,"rittweger","Munich, Germany","de","59528923",329,FALSE,"http://pbs.twimg.com/profile_images/923896699101294592/oB8l0dq__normal.jpg"
"Salud_Responde","Ì†ºÌ∑®Ì†ºÌ∑± Servicio del Ministerio de Salud de Chile encargado de brindar orientaci√≥n telef√≥nica profesional en salud a todo el pa√≠s, 24/7. ‚òé600 360 7777",2366,15824,23,369,"https://t.co/94eq3oRXTn","Salud Responde Chile",2010-05-05 15:50:46,FALSE,TRUE,"Salud_Responde","Chile","es","140475927",134,FALSE,"http://pbs.twimg.com/profile_images/845268793559584769/g1Q6qpSm_normal.jpg"
"Leverkusen1","",17067,27,0,2,NA,"Leverkusen1",2010-08-31 17:28:32,FALSE,FALSE,"Leverkusen1","","de","185301461",1,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"stevekemple_inc","The Web's highest quality fully automated simulation of Steve Kemple. Created by Steve Kemple Enterprises, LLC.",30439,66,5,28,"https://t.co/RRG64pPbCJ","Steve Kemple, Inc.",2017-02-27 20:43:44,FALSE,FALSE,"stevekemple_inc","Cincinnati, OH","en","836315903482527744",2,FALSE,"http://pbs.twimg.com/profile_images/849098490806497287/WBakrZL5_normal.jpg"
"Nataliemvr","‚ú®",39098,977,5713,781,NA,"Queen N",2011-02-28 22:38:42,FALSE,FALSE,"Nataliemvr","Puerto Rico","es","258981074",5,FALSE,"http://pbs.twimg.com/profile_images/969772136675139585/Q2-DTRWM_normal.jpg"
"NCMedBoard","The Medical Board regulates medicine and surgery for the benefit and protection of the people of North Carolina.",2763,760,845,411,"http://t.co/zkobUNsLPs","NC Medical Board",2011-05-12 20:40:40,FALSE,FALSE,"NCMedBoard","Raleigh, NC","en","297626609",37,FALSE,"http://pbs.twimg.com/profile_images/849286838816829440/lNtlsbPI_normal.jpg"
"camillaray10","No me gusta la fruta. Creo que tengo una seria adicci√≥n a Netflix y a los Doramas :) Midwife.",2157,119,623,473,NA,"Camila Canales",2010-03-01 21:10:52,FALSE,FALSE,"camillaray10","","es","118821268",0,FALSE,"http://pbs.twimg.com/profile_images/812881221822902272/jgq6FhLG_normal.jpg"
"gerardosuarez73","reportero",124426,5339,5002,85,NA,"Gerardo Su√°rez",2010-09-09 21:00:43,FALSE,FALSE,"gerardosuarez73","","es","188890229",86,FALSE,"http://pbs.twimg.com/profile_images/472212272824479745/IEsDo4T4_normal.jpeg"
"matakuri_basket","TENS ICO ‚ù§Ì†ºÌø• Instructora de BLS 
A veces baskebolista Ì†ºÌøÄÌ†ΩÌ∏ä
Azul de Ì†ΩÌ≤ô!! ‚öΩÔ∏èÌ†æÌ¥ò
Virgo ‚ôç",9000,333,5369,966,NA,"Ì†ΩÌ±±Ì†ºÌøÄÌ†ΩÌ≤äÌ†ΩÌ≤âÌ†ºÌø•≈ò‚óãm¬°t√•",2010-05-19 21:04:19,FALSE,FALSE,"matakuri_basket","Concepci√≥n, Chile","es","145772654",1,FALSE,"http://pbs.twimg.com/profile_images/968203246153228288/BlL3e3NF_normal.jpg"
"ENTORNOi","https://t.co/3IqGqzuS0l M√°s noticias imposible. Todas las noticias en un s√≥lo lugar. S√≠guenos, recomi√©ndanos y haz RT a todas nuestras noticias.Ì†ΩÌ∏é",2186404,135267,205,38444,"https://t.co/3IqGqzuS0l","EntornoInteligente",2009-06-30 00:00:27,FALSE,FALSE,"ENTORNOi","Venezuela","es","52236744",1290,FALSE,"http://pbs.twimg.com/profile_images/378800000572518035/83ae37ca851b262228997e87ebfcf97c_normal.png"
"reportemedico","Es m√°s que una revista; constituye una publicaci√≥n imprescindible.",386,495,24,393,"https://t.co/Hgi61smWEI","Reporte MEDICO",2009-06-23 01:58:57,FALSE,FALSE,"reportemedico","Puerto Rico","es","49848438",17,FALSE,"http://pbs.twimg.com/profile_images/1507183507/logo_2_normal.jpg"
"Seasons__bot","Ââµ‰Ωú„ÄêÊò•Â§èÁßãÂÜ¨ÔºÅ„Äë„ÅÆ„Ç≥„Éî„Éöbot„Åß„ÅôÔΩ°ÂõõÂ≠£„ÅÆÁâπÂæ¥„ÇÑ„Ç≥„Éî„ÉöÔΩ§Êßò„ÄÖ„Å™‰∫ã„Çí„ÅäÈÄÅ„ÇäËá¥„Åó„Åæ„ÅôÔΩ°IC/HD„ÅØÈ†Ç„ÅçÁâ©ÔΩ§ÊåÅ„Å°Âá∫„ÅóÂé≥Á¶ÅÔΩ°„É™„Éó„ÇÑ„Éï„Ç©„É≠„Éê„ÅØÊâãÂãï„Åß„Åô„ÅÆ„ÅßÊôÇÈñì„ÇíÈ†Ç„Åç„Åæ„ÅôÔΩ°‰∏çÂÖ∑Âêà„ÇÑ‰Ωï„Åã„ÅäÂïèÂêà„Åõ„ÅÆÂ†¥Âêà„ÅØ @mizore_xx ËøÑÂæ°ÈÄ£Áµ°‰∏ã„Åï„ÅÑÔΩ°",28225,19,3,8,NA,"Êò•Â§èÁßãÂÜ¨ÔºÅ„Ç≥„Éî„Éöbot",2014-11-28 13:30:24,FALSE,FALSE,"Seasons__bot","‚îÄ‚îÄÂ≠£ÁØÄ„ÅØÁõ¥„ÅêÂÖ∂Âá¶„Å´‚îÄ‚îÄ","ja","2912799337",2,FALSE,"http://pbs.twimg.com/profile_images/721568933388550144/3Fha4MYQ_normal.jpg"
"CriadoMalCriado","Criado y Mal Criado En Magallanes",58254,274,1,103,"http://t.co/4mLLer6umC","Criado y Mal Criado",2011-08-24 12:17:16,FALSE,FALSE,"CriadoMalCriado","R.I.M.A","es","361201184",6,FALSE,"http://pbs.twimg.com/profile_images/1511204764/mag_normal.jpg"
"BorghiPiuBelli","L'Associazione I BORGHI PI√ô BELLI D'ITALIA  valorizza e promuove il grande patrimonio di storia, arte e cultura presente nei piccoli centri italiani certificati",2718,1724,252,209,"https://t.co/Gho1ol0pVr","Borghi+belli Italia",2017-03-01 10:20:44,FALSE,FALSE,"BorghiPiuBelli","Rome, Lazio","it","836883895161344001",18,FALSE,"http://pbs.twimg.com/profile_images/918536891653378048/l6hLz4iy_normal.jpg"
"sgt_flower","Privatier, Jahrgang 52, mit Politikinteresse",202438,3802,7,1975,NA,"Detlef",2011-04-05 12:21:49,FALSE,FALSE,"sgt_flower","Hohwachter Bucht","de","277459070",131,FALSE,"http://pbs.twimg.com/profile_images/1833660018/Unbenannt_normal.jpg"
"kimera8090","Magallanico Seudo-Periodista, Citrico, Alcalino, es mejor estar informado a que te informen con desinformacion",514141,237,0,79,NA,"Kimera Magallanes",2012-04-05 18:25:30,FALSE,FALSE,"kimera8090","","es","546182608",35,FALSE,"http://pbs.twimg.com/profile_images/2044747617/bandera_normal.jpg"
"msnuk","All the best content from MSN. Like us on Facebook https://t.co/glprzI7OA9 and follow our friends @msnents, @msnuklifestyle and @msnsport.",56813,24795,304,3309,"https://t.co/p4ycDIhvG8","MSN UK",2008-05-07 10:06:04,FALSE,TRUE,"msnuk","","en","14684826",248,FALSE,"http://pbs.twimg.com/profile_images/905398500569083904/tQdEPmiK_normal.jpg"
"ElleDecorItaly","",22942,11582,10,25,"http://t.co/GzJyKfOJBT","Elle Decor Italia",2011-01-14 11:21:33,FALSE,FALSE,"ElleDecorItaly","","it","238106681",163,FALSE,"http://pbs.twimg.com/profile_images/586205439504723968/KYF5E3dw_normal.jpg"
"maryfagi","¬´Qual √® il pi√π grande affare del mondo se nn creare dei figli che abbiano valore¬ª - sosteniamo https://t.co/SYuSxIXq4i https://t.co/vZ39czPqZj",65907,638,40041,322,NA,"mary Ì†ºÌ∑ÆÌ†ºÌ∑π",2016-03-05 12:43:28,FALSE,FALSE,"maryfagi","ORA O MAI PIU #4marzovotolega","it","706097800040357889",78,FALSE,"http://pbs.twimg.com/profile_images/935864573395177473/ZrytVVI0_normal.jpg"
"ofux1","Giornalista pubblicista @FormulaPassion. #F1 #FormulaE #Wrc. Tweet solo considerazioni personali",45630,638,5564,1269,"http://t.co/cuz9SbSHss","Matteo Sala",2011-04-29 16:34:54,FALSE,FALSE,"ofux1","","it","290026574",119,FALSE,"http://pbs.twimg.com/profile_images/961700296677306373/SYjYNgJB_normal.jpg"
"EDinCali","A lib until 18,  then saw the light because I felt the heat, became a fiscal conservative. In the new media sharing info/opinions/on the radio & guest on Fox",136427,36744,15151,26589,NA,"Ed",2009-03-29 21:04:54,FALSE,FALSE,"EDinCali","Cali","en","27503607",562,FALSE,"http://pbs.twimg.com/profile_images/2896711217/49cbc8f4c476cc7e2e1d1953d7f1442d_normal.jpeg"
"HeidiiHarley","",26718,39,0,85,NA,"Heidi HArley",2016-07-05 20:21:08,FALSE,FALSE,"HeidiiHarley","","fr","750424292643438592",0,FALSE,"http://pbs.twimg.com/profile_images/750428441015640064/8hY2dzEX_normal.jpg"
"Connienlapecera","Duerme poco, procrastina mucho.",70166,809,865,781,"http://t.co/Cfu3pVwzpa","Connie Z",2009-05-03 15:33:30,FALSE,FALSE,"Connienlapecera","Chile","es","37436554",51,FALSE,"http://pbs.twimg.com/profile_images/3692787594/a6f6d3cb03f9b2e70913b76002d0a38b_normal.jpeg"
"jangoed","I know the difference between geek and nerd. Creative Director, Brand Designer, AFOL: in a word, I'am a builder.",9437,1060,418,303,"https://t.co/KXwOnxjkgz","Edoardo Cavazzuti",2009-03-04 13:34:24,FALSE,FALSE,"jangoed","Genova, Liguria","it","22770359",73,FALSE,"http://pbs.twimg.com/profile_images/808624283941531648/biR7HbJU_normal.jpg"
"Emergency1","Emergency Management Planning / Response and OSHA Safety Training",545,124,1,332,"https://t.co/O1DsBVxslc","Robby Powers",2009-01-30 15:07:50,FALSE,FALSE,"Emergency1","Tallahassee Florida","en","19770834",5,FALSE,"http://pbs.twimg.com/profile_images/944586176463241216/elZV4ewW_normal.jpg"
"blacksmoke1033","Genetics Bsc (no time), artist (as much time as possible) all around disappointment (all the time) Profile Pic by @iezeradd !",15509,991,25929,230,"https://t.co/yinvERLN3y","Emma Lambert",2014-09-24 21:46:43,FALSE,FALSE,"blacksmoke1033","Nottingham, England","en","2782955249",11,FALSE,"http://pbs.twimg.com/profile_images/951504430540689408/7n8AYoIo_normal.jpg"
"lan_dana","Ì†ºÌ∑≠Ì†ºÌ∑∫, international&European law student in Ì†ºÌ∑≥Ì†ºÌ∑±, excessively tweets about music, books, movies, coffee, hummus, travelling and anything sea related.",9969,960,15532,1973,NA,"Kata Magyar",2011-04-16 11:05:43,FALSE,FALSE,"lan_dana","Hungary/The Netherlands","en-gb","283000815",8,FALSE,"http://pbs.twimg.com/profile_images/968571488960999424/YIAUE296_normal.jpg"
"Angela_Coletto","Ì†ºÌ∑ÆÌ†ºÌ∑πÌ†ºÌ∑ÆÌ†ºÌ∑πÌ†ºÌ∑ÆÌ†ºÌ∑π",115,12,58,21,NA,"Angela",2017-10-30 13:52:25,FALSE,FALSE,"Angela_Coletto","Italia","it","924997420743888896",0,FALSE,"http://pbs.twimg.com/profile_images/924998874045075468/Z3wEJOb9_normal.jpg"
"soychillan","Noticias locales de la Regi√≥n del Biob√≠o (VIII Regi√≥n). Editado por Cr√≥nica Chill√°n.",233777,13822,3,3315,"http://t.co/z4bRRelALy","soychill√°n.cl",2011-01-17 21:39:29,FALSE,FALSE,"soychillan","Chill√°n, Chile","es","239544439",78,FALSE,"http://pbs.twimg.com/profile_images/3561563136/c7b28d8c40dacdce345731dee7b6e2c5_normal.jpeg"
"Canal5Linares","TV5 Se√±al Abierta en el Maule Sur y pronto Digital en todo el Maule. Av.Rengo n¬∫959. Fono (+56-73) 2612320. 
Medio asociado a @AncoaFM",23429,9388,205,6477,"https://t.co/a9Agg7JSDc","Canal 5 Linares",2012-04-29 20:21:53,FALSE,FALSE,"Canal5Linares","Linares Chile","es","566647189",26,FALSE,"http://pbs.twimg.com/profile_images/378800000182324672/d1a0bf90407251f0e40566b4450c3081_normal.png"
"ppBerlin_News","Erfahrene und authentische Personalspezialisten twittern f√ºr Ihre Wissbegierde in den Bereichen Arbeit, Politik und Soziales.",52,25,162,214,"https://t.co/Cfo0nCUpgS","personalpartner Berlin",2018-01-31 08:06:53,FALSE,FALSE,"ppBerlin_News","Berlin, Deutschland","de","958612536928231424",0,FALSE,"http://pbs.twimg.com/profile_images/958615354988728325/WIMiK1OS_normal.jpg"
"epipharmasrls","EPI Pharma azienda leader nel campo dell‚ÄôInfoceutica. Vendite e Produzione Integratori Alimentari, Alimentazione biologica e Cosmetici Bio.",942,54,13,105,"http://t.co/DLAIKpVPy5","EPI Pharma",2015-08-08 12:38:33,FALSE,FALSE,"epipharmasrls","Rome, Lazio","it","3408621778",2,FALSE,"http://pbs.twimg.com/profile_images/630000019152740352/fo-JzpmP_normal.jpg"
"pinguinodiario","La plataforma comunicacional m√°s grande de la #Patagonia chileno-argentina. Diario / Radio / TV / Web",98384,27728,778,1939,"http://t.co/Us36z9o08V","El Ping√ºino",2009-04-14 15:16:21,FALSE,TRUE,"pinguinodiario","Punta Arenas, Chile","es","31143885",275,FALSE,"http://pbs.twimg.com/profile_images/489035738583818240/lQTzplCs_normal.jpeg"
"paesaggiabruzzo","A travel to discover #Abruzzo. Please visit https://t.co/HY6jh8SNjG | https://t.co/nwtNlqhV9Q #paesaggidabruzzo #Abruzzo",28464,10652,1435,2830,"https://t.co/HY6jh8SNjG","Paesaggi d'Abruzzo",2010-01-10 00:23:58,FALSE,FALSE,"paesaggiabruzzo","Abruzzo","it","103427744",220,FALSE,"http://pbs.twimg.com/profile_images/1002836600/provalogo16b_normal.jpg"
"radiolasnieves","102.9 FM - 20 A√±os Pensando en ti",28382,5381,1,867,"http://t.co/fHQULq0IQC","Radio Las Nieves",2009-12-28 16:19:12,FALSE,FALSE,"radiolasnieves","Puerto Ays√©n, Chile","es","99987369",67,FALSE,"http://pbs.twimg.com/profile_images/378800000848613443/7a5bb604caff1cf4a147004de2f4fdb9_normal.png"
"larissaishizawa","Amo a vida ‚ù§ No dead animals inside.  ( ‚ÑìœÉŒΩ—î‚ô°) 
#lovedogs 
#minecraftpe",8253,509,2370,137,"https://t.co/J9MLZZxDVp","Laririn‚òÖ",2009-05-29 18:59:49,FALSE,FALSE,"larissaishizawa","Amazon - Brazil","pt","43385945",16,FALSE,"http://pbs.twimg.com/profile_images/960001884802224128/nSrmf4KJ_normal.jpg"
"EnricoVellucci","",2906,22,2545,90,NA,"Erik",2014-11-01 13:09:22,FALSE,FALSE,"EnricoVellucci","","it","2854853057",1,FALSE,"http://pbs.twimg.com/profile_images/960163430241095680/taGBKqfa_normal.jpg"
"Lyrikfreude","http://t.co/RGdP6XK02O
http://t.co/camkzSxCow",17667,1202,1466,2007,"http://t.co/5xxRh19vAm","Manfred H. Freude",2009-08-25 08:38:03,FALSE,FALSE,"Lyrikfreude","Germany","de","68645330",67,FALSE,"http://pbs.twimg.com/profile_images/1881670653/03_Autoernportr_it_AW_normal.jpg"
"PalCommsOA","Palgrave Communications is a multi- and interdisciplinary #openaccess academic journal publishing peer-reviewed research across the humanities & social sciences",3883,1256,771,951,"https://t.co/5u0PZyKR59","Palgrave Communications ‚Äî academic journal",2014-02-19 18:22:05,FALSE,FALSE,"PalCommsOA","London, England","en","2352078128",88,FALSE,"http://pbs.twimg.com/profile_images/921321490754269184/AnVkAhOV_normal.jpg"
"lindamparker56","Author and independent researcher . interests 20th century history, military chaplains, polar exploration and 
 Toc H.",577,154,1268,213,"https://t.co/r27Ut7IVU6","Linda Parker",2015-07-04 16:01:00,FALSE,FALSE,"lindamparker56","","en","3358800393",1,FALSE,"http://pbs.twimg.com/profile_images/899934777742176256/bfjgQraV_normal.jpg"
"pharmafakten","Themendienst f√ºr News, Fakten und Hintergr√ºnde zu #pharma und #gesundheit. Impressum: https://t.co/pqnunaS5i0",2795,1743,151,562,"http://t.co/9SxxNwaPqa","Pharma Fakten",2014-05-02 12:29:56,FALSE,FALSE,"pharmafakten","Munich, Bavaria","de","2473947624",61,FALSE,"http://pbs.twimg.com/profile_images/875635546197970945/uQPiavdv_normal.jpg"
"phy_papers","Continuous feed for phylogenetics papers from PubMed, arXiv, bioRxiv, and PeerJ PrePrints. Run by @RobLanfear",18508,1936,0,1,NA,"phypapers",2014-02-25 00:39:03,FALSE,FALSE,"phy_papers","","en","2360241721",52,FALSE,"http://pbs.twimg.com/profile_images/438115152294989824/0M7ZG0xC_normal.jpeg"
"tchalamroses","I have loved you for the last time.. is it a video?",623,823,705,1142,NA,"what about never ‚óüÃΩ‚óûÃΩ",2017-02-08 13:12:18,FALSE,FALSE,"tchalamroses","timmy & armie in my city","it","829316930360209414",2,FALSE,"http://pbs.twimg.com/profile_images/970715903133474816/OnKrxqey_normal.jpg"
"gcr_iqq","Tecnol√≥gico por gusto, fan√°tico de los autom√≥viles y los canales de tv de documentales. Amante de la m√∫sica.
Uno de mis tantos sue√±os: trabajar en radio.",2672,211,25,387,NA,"Germ√°n C.R.",2010-01-16 17:09:33,FALSE,FALSE,"gcr_iqq","Iquique - Chile","es","105536538",0,FALSE,"http://pbs.twimg.com/profile_images/468920907982192641/A8ZiCmrC_normal.jpeg"
"lilianayNinon","‚ù§Ô∏è",34350,359069,7678,1150,NA,"Liliana Alvarez",2011-06-15 19:38:48,FALSE,FALSE,"lilianayNinon","Paraguay","es","317980786",430,FALSE,"http://pbs.twimg.com/profile_images/922971350230355969/VPfXphbF_normal.jpg"
"_LeboMashigo","The Chronicles Of Lebo Mashigo // StylingConcepts // Founder of Night In The Garden @NITG_Exhibition",6615,511,5725,597,"https://t.co/3RxWZLnJmT","Lebo Mashigo",2009-04-19 08:54:10,FALSE,FALSE,"_LeboMashigo","South Africa ‚ô•","en","33164988",10,FALSE,"http://pbs.twimg.com/profile_images/931142284481122304/mISGqesy_normal.jpg"
"FWWinterberg","Weise, alt geworden, Sokrates, Plato, Kant,soziales CDU Mitglied, Politikkritiker, K√§mpfer gegen den Klimawandel 2012 Nobelpreistr√§ger http://t.co/HXi1NCi5RS",174700,10005,17597,10324,"https://t.co/xkkJCqWoJO","Franz W.Winterberg",2012-01-31 11:42:40,FALSE,FALSE,"FWWinterberg","Ilfeld und ganz Europa","de","479445216",111,FALSE,"http://pbs.twimg.com/profile_images/421958227547283456/GJDEMi8b_normal.jpeg"
"Baeren_Apo_KA","Dr. Stefan No√© - Baeren-Apotheke Karlsruhe - Experts in Phytotherapy and Family Care.
Impressum: http://t.co/LCeni4MBpH",3811,473,7322,649,"http://t.co/TOG8nEKi8i","B√§ren-Apo Stefan No√©",2012-11-12 12:00:37,FALSE,FALSE,"Baeren_Apo_KA","Karlsruhe","de","943372116",33,FALSE,"http://pbs.twimg.com/profile_images/593792146790084610/JK0aXxtC_normal.jpg"
"Urbani_Emanuele","Ì†ºÌæìCommunication - UniTs /   Ì†ΩÌ≥öWeb Marketing & Digital Communication - IUSVE /   Ì†ºÌøÄBasketball Player",24,23,114,71,NA,"Emanuele",2017-10-04 17:56:59,FALSE,FALSE,"Urbani_Emanuele","Trieste, Friuli-Venezia Giulia","en","915636881987133440",0,FALSE,"http://pbs.twimg.com/profile_images/959566722830389248/ygXG805U_normal.jpg"
"Oblivy_","an optimistic self-destructive boy trapped in a cynic city whilst living on borrowed time.‚ú®",70858,1491,2350,362,"https://t.co/YAl6BRKQh3","Starboy ‚ú®",2010-06-04 20:44:27,FALSE,FALSE,"Oblivy_","her mind","en","152005690",20,FALSE,"http://pbs.twimg.com/profile_images/953981379167117312/o-yKoTNB_normal.jpg"
"CelalGeben15","7Ì†ºÌ∑πÌ†ºÌ∑∑Ì†ºÌ∑©Ì†ºÌ∑™",19,0,0,0,NA,"Celal Geben",2018-01-07 21:49:07,FALSE,FALSE,"CelalGeben15","Nordrhein-Westfalen, Deutschla","en","950122150844825606",0,FALSE,"http://pbs.twimg.com/profile_images/952651812036849664/pcyxj65X_normal.jpg"
"ss_nuble","Cuenta oficial del Servicio de Salud √ëuble.",910,711,819,499,"https://t.co/WbifxXecb3","Servicio Salud √ëuble",2017-05-07 22:52:56,FALSE,FALSE,"ss_nuble","Chill√°n, Chile","es","861353183226081280",2,FALSE,"http://pbs.twimg.com/profile_images/876831092011143168/0ECVE2e7_normal.jpg"
"AChMunicip","La AChM tiene la misi√≥n de representar a los municipios de Chile, profundizando la descentralizaci√≥n, buscando una modernizaci√≥n de la gesti√≥n municipal.",29131,6844,152,3797,"http://t.co/qhtN98XgSN","AChM",2010-03-16 15:47:51,FALSE,FALSE,"AChMunicip","Chile","es","123593038",76,FALSE,"http://pbs.twimg.com/profile_images/875728055825838080/kbL0V9vG_normal.jpg"
"LaysaGonzalezO","",73,24,107,165,NA,"Laysa Gonzalez",2012-05-29 02:05:21,FALSE,FALSE,"LaysaGonzalezO","","es","593257400",0,FALSE,"http://pbs.twimg.com/profile_images/771658314786611200/7t7w7IUY_normal.jpg"
"TheBethBarnett","indie comics artist | she/her | Instagram: https://t.co/TcZOMAUXGw | Email: thebethbarnett@gmail.com",10256,812,13635,2159,"https://t.co/w7dux2UWae","Beth Barnett",2011-03-24 16:01:10,FALSE,FALSE,"TheBethBarnett","Cambridge, MA","en","271481369",25,FALSE,"http://pbs.twimg.com/profile_images/955648709756358656/nn3wuNqZ_normal.jpg"
"OTZonline","OTZ - Nachrichten und aktuelle Meldungen von der gr√∂√üten Zeitung in Ostth√ºringen. Impressum: http://t.co/yIwxj9KJLk",19522,5547,236,377,"http://t.co/3Zjci4VrS5","OTZ Online",2009-04-24 12:47:06,FALSE,FALSE,"OTZonline","Th√ºringen","de","34915397",239,FALSE,"http://pbs.twimg.com/profile_images/771350776115523585/qc67vNhR_normal.jpg"
"MunicipioPAC","Cuenta de la Municipalidad de #PedroAguirreCerda Ì†ºÌøòÔ∏è Canal de informaci√≥n y comunicaci√≥n de nuestra noble comuna. Dirigida por su alcalde @juanrozasPAC",2020,3451,687,756,"https://t.co/mEyOn59iew","Pedro Aguirre Cerda",2010-11-18 02:16:12,FALSE,FALSE,"MunicipioPAC","Pedro Aguirre Cerda, Chile","es","216918897",41,FALSE,"http://pbs.twimg.com/profile_images/857744720877031424/0KRbizrH_normal.jpg"
"soyiquique","Noticias locales de la Regi√≥n de Tarapac√° (I Regi√≥n). Editado por La Estrella de Iquique.",246177,20781,15,5377,"http://t.co/zHRNekfNxD","soyiquique.cl",2011-01-17 20:45:07,FALSE,FALSE,"soyiquique","Iquique, Chile","es","239526147",116,FALSE,"http://pbs.twimg.com/profile_images/3561484037/e4919cd7179a970821c80b61c6d8ba95_normal.jpeg"
"errnews","The English-language online portal of Estonian Public Broadcasting.  All times listed in EET (UTC+2).",11550,5438,44,219,"http://t.co/25aa70RtCO","Estonian News",2010-08-10 15:54:36,FALSE,FALSE,"errnews","Tallinn, Estonia","en","176842974",230,FALSE,"http://pbs.twimg.com/profile_images/922450842346754048/draywkRp_normal.jpg"
"ProMED_MBDS","PRO/MBDS is a special service of ProMED-mail's emerging disease updates  for the Mekong Basin Disease Surveillance (MBDS) group of countries.",1499,272,0,5,NA,"PRO/MBDS",2010-06-21 14:02:35,FALSE,FALSE,"ProMED_MBDS","Mekong Basin, Southeast Asia","en","158005560",16,FALSE,"http://pbs.twimg.com/profile_images/1014188341/logo_MBDS_Web_64x64_normal.png"
"zamoraendirecto","Zamora en Directo es uno de los primeros diarios digitales en la provincia de Zamora Chinchipe. Brindar informaci√≥n objetiva y √∫til es nuestra prioridad.",13523,2888,19,1035,"http://t.co/wtxozATodo","Zamora en Directo",2010-11-18 12:14:00,FALSE,FALSE,"zamoraendirecto","Zamora Chinchipe","es","217037343",26,FALSE,"http://pbs.twimg.com/profile_images/1170011362/reloj_normal.JPG"
"ESWInfluenza","Scientists fighting influenza !",1044,297,82,389,"https://t.co/YhSaqzYnQM","ESWI",2014-03-03 14:38:25,FALSE,FALSE,"ESWInfluenza","","en","2370508272",5,FALSE,"http://pbs.twimg.com/profile_images/513069714432458752/RSEA3jzS_normal.jpeg"
"PrimaryCare4um","Coordinator of the European Forum for Primary Care (EFPC)",2367,1869,334,932,"http://t.co/Scww78jp0r","EUPrimaryCareForum",2010-07-09 22:05:03,FALSE,FALSE,"PrimaryCare4um","Utrecht, The Netherlands","en","164835748",73,FALSE,"http://pbs.twimg.com/profile_images/1739557977/EFPC-logo-4-k_nieuwe_versiel_normal.jpg"
"PGEU","Representing European Community Pharmacists",1282,1706,615,453,"http://t.co/3kNTXNucLf","PGEU",2012-01-09 14:06:49,FALSE,FALSE,"PGEU","Brussels","en-gb","459292439",39,FALSE,"http://pbs.twimg.com/profile_images/662577829121531904/PBD7YGPm_normal.png"
